user screen name,att,RT?
BillForMor,"['DEAHQ', 'DEAHQ']",retweet
ADukie4Life,['adamcbest'],retweet
itsmeEeMYess,['nytimes'],retweet
damanda835,['xxrsbxx'],retweet
MAGOSB,['EjeCentral'],retweet
StonewallJaxin,['RepTimBurchett'],retweet
raferod52,['NituPerez'],retweet
RedeemedofHim,['johncardillo'],tweet
telediario,[],tweet
PinkLadyMine,[],tweet
david1952_david,['LadyRedWave'],retweet
Vader671,['adamcbest'],retweet
ktina_mejia,['charoguerra'],retweet
theizzard_ofoz,['Hold_Weight_'],retweet
burningmanmike,['adamcbest'],retweet
Phil_B7,['grantstern'],tweet
StackinSats,"['jordanfish', 'Free_Ross']",retweet
AF1_4_TheDonald,['charliekirk11'],retweet
SoniaVRz,[],tweet
realRichardLazo,['SenTedCruz'],retweet
liliilvolitacn1,"['adrifadi', 'tatianateleSUR', 'AndreaTeleSUR']",retweet
bernal_lau,"['Miriam_Junne', 'FelipeC']",retweet
CraigBeenham,"['jordanfish', 'Free_Ross']",retweet
WhitePrivIsReal,['priaribi'],retweet
cptn6955,['charliekirk11'],retweet
SCBCampbell,['charliekirk11'],retweet
DebraWetle,"['funder', 'TedCruz']",retweet
NatachaGuerra_,['DolarToday'],retweet
DanyeaEAuuu,['ElyangelicaNews'],retweet
CcPrakay,['nytimes'],tweet
DelrioDemon,['barmore27'],retweet
Gabi4Trump,['charliekirk11'],retweet
Jantxnc,['DGPurser'],retweet
2hoscoco,['charliekirk11'],retweet
HeartlandChris,['charliekirk11'],retweet
itsmeEeMYess,['cnnbrk'],retweet
Belizaleyva1,"['Jali_Cat', 'BetoORourke']",retweet
dhowes3,['Mr_RyanGuillory'],retweet
backnine29,['barmore27'],retweet
LNW4Trump,"['Va_Funculo', 'tedcruz']",tweet
nihilobstat23,['Italianmike'],retweet
nancyrj,['realDonaldTrFan'],retweet
CarHat111,['grantstern'],tweet
Mythosme,['DGPurser'],retweet
ChuckTheCharmin,['tedcruz'],tweet
Carver926,['ScottPresler'],tweet
MeOwnlee,['SenTedCruz'],retweet
Mxmartedoc,"['yustedqueopina', 'FelipeCalderon']",tweet
MartisDaryl,['charliekirk11'],retweet
improvedme,"['funder', 'TedCruz']",retweet
Chris_Jamaal,['_pachecoJA'],retweet
beccalowry,"['joncoopertweets', 'DonaldJTrumpJr']",tweet
BillEsteem,['nytimes'],tweet
dossierpolitico,[],tweet
AintUEdhem,[],tweet
JustinBrowsin,['tedcruz'],tweet
LElkan,[],tweet
Uniquelier,['charliekirk11'],retweet
NBAFansIndia1,['Complex'],retweet
alexisSadexo,['HOMEBOY187_'],retweet
guaymas_cantina,['thehill'],retweet
_ggriffin,['elcitizen'],retweet
jonezen_,['Luna1144'],tweet
magaman06854717,[],tweet
scott_bwheat4,['charliekirk11'],retweet
Devschelle,['priaribi'],retweet
PritiBalentina,['1funnymike'],retweet
rthomas937,['charliekirk11'],retweet
RGInvest,"['sisagusa', 'Carola2hope']",tweet
pachoran63,['SophyCh_E'],retweet
FlakeyBrunette,['Italianmike'],retweet
CherylM12835788,['DGPurser'],retweet
chajo29,"['chuckwoolery', 'mrwalsh__']",retweet
willownorkiki,['RagingGayCons'],retweet
robles_memo,"['yustedqueopina', 'FelipeCalderon']",retweet
jessresisters,"['TheDemCoalition', 'DonaldJTrumpJr']",tweet
wornduglsgraves,['charliekirk11'],retweet
Fran53458223,['CPJannyBarrera'],retweet
soraya_gdl,['irmoralesl'],retweet
BoomerXer61,['AOCpress'],retweet
TLRyon,"['Jali_Cat', 'BetoORourke']",retweet
Glams_Radio,[],tweet
JackELee23,['SenTedCruz'],retweet
405Grace,['actoravan'],retweet
EdReeve1,['ScottPresler'],tweet
NotQDrennan,['A__WAL__'],tweet
matcaballero,[],tweet
LoGweedo,['grantstern'],tweet
luising39868134,"['VillalobosE', 'VicenteFoxQue', 'FelipeCalderon']",retweet
leesu44,[],tweet
Josh_Garcia09,['SmokeLabCEO'],retweet
pierl07,['The_Trump_Train'],retweet
its_MsBrandNew,[],tweet
adriska22,['pirecao_99'],retweet
Fernand67611891,['charoguerra'],retweet
boycottMSMUSA,['barmore27'],retweet
ruffedge,"['ltlgcoach', 'realDonaldTrump']",retweet
Gerard113,['charliekirk11'],retweet
faithxdestiny,['KieranRogers96'],retweet
biggchumz,['SkyNews'],tweet
MartinV01218269,"['neftalopez1', 'FelipeCalderon']",tweet
Carlosj32699307,['CARLOSFMEJIA'],tweet
Ramirobson,"['FelipeCalderon', 'EPN']",tweet
peachyking501,['thehill'],retweet
Burntpeacock,['charliekirk11'],retweet
Zoom81,"['DailyCaller', 'SenTedCruz']",tweet
_JusticeLeague,[],tweet
qmeey_,['SoMexicans'],retweet
beagleboyrudy,[],tweet
solmaryy13,['rgomezjunco'],retweet
Jantxnc,['charliekirk11'],retweet
RogeReber,['charliekirk11'],retweet
danielhopsicker,[],tweet
SavvyHuman,['charliekirk11'],retweet
mbeatrizaular,['patriciajaniot'],retweet
JhirysGutembert,['SophyCh_E'],retweet
ornerydog64,['JDLuckenbach'],retweet
lachute9,['SenTedCruz'],retweet
GenaroM,['jmatuk'],retweet
Butta1231,[],tweet
ladieann,['tedcruz'],tweet
elibaker2468,['thehill'],retweet
peaceprotectus,['realDonaldTrump'],tweet
realjgill,['CB618444'],retweet
EnragedNY,['charliekirk11'],retweet
pulpie1973,['funder'],tweet
Push4Contest,['DGPurser'],retweet
merc20171,['DGPurser'],retweet
FRONTERAENS_INT,[],tweet
COMENTANDONOTIC,['josegozo'],retweet
rhettleon,['RedNationRising'],tweet
juandalus61,['ElyangelicaNews'],retweet
dasblaw,['grantstern'],tweet
MikeyDukey,"['CNNnewsroom', 'CNN', 'BrookeBCNN']",tweet
mcassara143,"['TheDemCoalition', 'DonaldJTrumpJr', 'Funder']",retweet
L1FE1SP01NTLESS,['JoelMetsNY'],retweet
Official503,['1funnymike'],retweet
JackELee23,['SenTedCruz'],retweet
AZG_Oline_Radio,"['VillalobosE', 'VicenteFoxQue', 'FelipeCalderon']",retweet
ricksbet,['tedcruz'],tweet
AmericanVictory,"['chuckwoolery', 'mrwalsh__']",retweet
ComunicaneaOk,[],tweet
theoneGsus,['_pachecoJA'],retweet
willieluv2016,['barmore27'],retweet
FronteraEnsenad,[],tweet
pipepilot1,['callodehacha'],retweet
DavidRMartin8,['RagingGayCons'],retweet
ENTORNOi,[],tweet
JustSaying1600,"['TheDemCoalition', 'DonaldJTrumpJr']",tweet
sargef1,['barmore27'],retweet
lacronicacom,[],tweet
allen83501,['charliekirk11'],retweet
Barbariba,['adamcbest'],retweet
fronterainfo,[],tweet
behling_holly,['TheJusticeDept'],retweet
JoaynW,['DrMarkGreen4TN'],retweet
771David,"['K_Ibarguen', 'JEP_Colombia']",retweet
Jessie092859463,"['TheDemCoalition', 'DonaldJTrumpJr']",tweet
SmirkMore,['urbanarson'],retweet
elimparcialcom,[],tweet
LNW4Trump,"['phil4gop', 'tedcruz', 'senatemajldr']",retweet
DAVEBUFFALONY,['charliekirk11'],retweet
mortimergina,['SenTedCruz'],tweet
RayLong,['JeffCoen'],retweet
luisbaissi,['hanalfabeto'],retweet
JohnFPower2,['RagingGayCons'],retweet
maddiethot14,['WSJ'],retweet
1Nitty_Gritty,['RagingGayCons'],retweet
The_Sempars,['SenTedCruz'],retweet
Panochairoo,"['Miriam_Junne', 'FelipeC']",retweet
bass460,['DGPurser'],retweet
Vielle_Beignet,['thehill'],retweet
robertayque,[],tweet
rkastrejon,['Eleccion_USA'],retweet
GrtAM,['barmore27'],retweet
jddoug,['charliekirk11'],retweet
GarretLebois,[],tweet
keithray21,['charliekirk11'],retweet
trinareyes,['SenTedCruz'],tweet
clmuseum,['tedcruz'],tweet
happyfinko,['Alzer_One'],retweet
swarez3,['SenTedCruz'],retweet
jorgeqyt,['Mboe55'],retweet
schwagerjt,[],tweet
SpaceCadet30001,['maga_sky_'],retweet
__EstefaniaG,['huggiedubbie'],retweet
mxgoldie,"['frankie3000', 'jaketapper']",tweet
Rocksta57446063,['_Pacam'],retweet
ArizonaKayte,"['Jali_Cat', 'BetoORourke']",retweet
tools4,['RedNationRising'],tweet
shakiras_ex,['NoticiasMVS'],retweet
jerryasleep,['realDonaldTrFan'],retweet
greg_terrell,['charliekirk11'],retweet
BruceWhte,[],tweet
_jalissa007,['PaisaTweets_'],retweet
ciudadanourbano,['rgomezjunco'],retweet
sunshinelaurie,['tedcruz'],tweet
Thomaswooden10,"['Halsey_lilac', 'tedcruz']",tweet
Katspach,"['Miriam_Junne', 'FelipeC']",retweet
missmascarella,['1funnymike'],retweet
lumezgo77,['charliekirk11'],retweet
Ebinsmile,['funder'],tweet
slickri39526366,['charliekirk11'],retweet
elearaber,['radiomitre'],retweet
cristianvahos,['ANIABELLO_R'],retweet
phillip92321,"['joncoopertweets', 'DonaldJTrumpJr']",tweet
Nate944,['HOMEBOY187_'],retweet
Ratbo43Bob,['C_3C_3'],retweet
TopDog8762,['charliekirk11'],retweet
putinspaidtroll,['RagingGayCons'],retweet
Shawnforward13,"['DailyCaller', 'SenTedCruz']",tweet
anna_mcbeth,['goodbyeplease'],retweet
Vibrantankles,['funder'],tweet
LiliaNovember,['WayneDupreeShow'],tweet
Kristyannasmom,['thehill'],retweet
CarolRomine16,['barmore27'],retweet
Tartis000,['El_Universal_Mx'],retweet
sisisis57,['charliekirk11'],retweet
jmperalta59,[],tweet
ArizonaKayte,"['M4G4G1RL', 'tedcruz']",tweet
CyclopsWK,"['jordanfish', 'Free_Ross']",retweet
RYAN_lightcap,['KieranRogers96'],retweet
givememyaccou14,['araslanian_'],retweet
guaymas_cantina,['Reforma'],retweet
PamUnplugged,['Bornabrit1'],retweet
_Rolando_Mota_,['DeMemoria'],retweet
Fulllarmor,"['MR_CEO_916', 'SenTedCruz', 'Herbert_L_Reed']",retweet
NoortjeSchoute,['adamcbest'],retweet
dextery,['charliekirk11'],retweet
Smurf4555,['SenTedCruz'],tweet
Benitezvotes201,['adamcbest'],retweet
EnriqueRod9,['unichicago'],tweet
Calvin60208784,['charliekirk11'],retweet
StanTransue,['charliekirk11'],retweet
SusieMarsh20,"['joncoopertweets', 'DonaldJTrumpJr']",tweet
Julz94_,['NYTMetro'],retweet
lorac328,['jaketapper'],tweet
Diana95640470,"['K_Ibarguen', 'JEP_Colombia']",retweet
stefilassiter,['RagingGayCons'],retweet
Zoom81,['charliekirk11'],retweet
RichPortCreatio,"['funder', 'TedCruz']",retweet
AngelVi1985,['GalnDaniel'],retweet
bloggingsbyboz,[],tweet
legros_cheri,['johncardillo'],tweet
RiderJuanita,['RealJamesWoods'],retweet
fermedica,['martharoldos'],retweet
Hisoneslv,['funder'],tweet
JeffMccluskey,['tedcruz'],retweet
sness5561_ness,['barmore27'],retweet
jaazmaniandevil,['MattHennessey'],tweet
chugsnation619,[],tweet
ptmarigan,"['rn_deplorable', 'tedcruz']",tweet
Alfellini,[],tweet
jckungfu,['grantstern'],tweet
MiddleFinger024,['C_3C_3'],retweet
vlexis1k,['PaisaTweets_'],retweet
bjaycat1985,"['funder', 'TedCruz']",retweet
hrhwallace,['Bornabrit1'],retweet
Uhh_Lexx,['DeePhunk'],retweet
cindydawson758,['charliekirk11'],retweet
Jacob_L_Jackson,['SenTedCruz'],retweet
DanyeaEAuuu,['NTelevisa_com'],retweet
mwahmyazz,"['TheDemCoalition', 'DonaldJTrumpJr', 'Funder']",retweet
USA_Anne711,['SenTedCruz'],retweet
myprwirenews,['nytimes'],tweet
Rob4thundering,['LadyRedWave'],retweet
GailQuebedeaux,['SenTedCruz'],retweet
pastorjerryccm,['RedNationRising'],tweet
Janiceplus9,"['LNW4Trump', 'SenTedCruz', 'senatemajldr', 'SenateGOP']",retweet
AzzurraSilvy,[],tweet
keltcat,['barmore27'],retweet
KELLOQZ,['_pachecoJA'],retweet
TinaPeiser,"['beth2_k3a', 'ChuckSchumer', 'SenateGOP', 'senatemajldr']",retweet
rocha_jpg,['KieranRogers96'],retweet
mxgoldie,"['susanszil', 'jaketapper', 'tedcruz']",tweet
bebra_snyder,['charliekirk11'],retweet
BrendaWeese,['PalmerReport'],retweet
Leigon2010,['ElyangelicaNews'],retweet
SmokinSam420,['KTULNews'],retweet
laloplks,['rgomezjunco'],retweet
LORENZOCANCUN,"['SenTedCruz', 'VicenteFoxQue']",tweet
Antoncastle66,['AltStardust'],retweet
Jpat1952,['charliekirk11'],retweet
JeffMccluskey,"['chuckwoolery', 'mrwalsh__']",retweet
gigispeaksmind,['funder'],tweet
F_Urdampilleta,['ralanizok'],retweet
djsroofing64,['charliekirk11'],retweet
DoreenH07282263,"['funder', 'TedCruz']",retweet
GrandmaNYCA,['RepTimBurchett'],retweet
Social_Media_bx,[],tweet
cupcakecraze11,['charliekirk11'],retweet
Woahjoce_,['_pachecoJA'],retweet
soynike,['PeroniaRepublic'],retweet
stormcat75,['Excelsior'],retweet
Joespin88,['charliekirk11'],retweet
ScientiaeEt,['CNNPolitics'],tweet
nini1776,"['Jali_Cat', 'BetoORourke']",retweet
saudimontana18,['PaisaTweets_'],retweet
Aaronam69,['tedcruz'],tweet
donnadngr,['RepTimBurchett'],retweet
jmolinagamboa,['AntiTelevisaMx'],retweet
MaHelenaO,['ANIABELLO_R'],retweet
righthandmary,[],tweet
TubbyFTN,['_pachecoJA'],retweet
ajr1992,['charliekirk11'],retweet
RmrMichele,['tedcruz'],tweet
Lore_Ache,['Carola2hope'],retweet
DebFlanigan,"['kerpen', 'realDonaldTrump', 'tedcruz']",tweet
AbVelez_,['lasillarota'],retweet
FionaGiselle1,['RepTimBurchett'],retweet
lilred701,['realDailyWire'],retweet
diegoebarros,['08181'],retweet
ErinMacAdams,['charliekirk11'],retweet
dani4cace,['CNNEE'],retweet
luising39868134,['AltStardust'],retweet
BastaImpunidad,['LongoTierra'],retweet
ThisIsAyodeji,['ZekeJMiller'],retweet
nina14p,['Italianmike'],retweet
Patriotfortrum1,['charliekirk11'],retweet
SteffanyLozoria,['Hold_Weight_'],retweet
giovannyprada,['RamiroJRC15'],retweet
McgeeverMartin,['AOCpress'],retweet
Diana95640470,['CARLOSFMEJIA'],tweet
emilyepalmer,['abcnews'],tweet
Tartis000,['NoticiasMVS'],retweet
First_Am_,[],tweet
newsforum,"['lilibellmia', 'realDonaldTrump']",retweet
MarshaMetal,['SenTedCruz'],retweet
Melissa19261499,"['TexasWood1448', 'tedcr']",tweet
MelPolka1,"['LNW4Trump', 'SenTedCruz', 'senatemajldr', 'SenateGOP']",retweet
MrStone_M,['tedcruz'],tweet
Mopets77,['ElyangelicaNews'],retweet
1967pontiactig1,"['joncoopertweets', 'DonaldJTrumpJr']",tweet
BrianGrNotABot,['mccaffreyr3'],retweet
euwilsongb,[],tweet
csross91,['SenTedCruz'],retweet
DebFlanigan,['RepTimBurchett'],retweet
ConfusedLonger,['charliekirk11'],retweet
scotknocker,['charliekirk11'],retweet
mejia_perez,['CARLOSFMEJIA'],tweet
mercguybrarian,['grantstern'],tweet
lordflak0jodye,['NYTMetro'],retweet
gbky1,['SenTedCruz'],tweet
ceIestiaIcee,['_pachecoJA'],retweet
EstebanLizana3,['JoseCardenas1'],tweet
MarkShostrom,"['RepSwalwell', 'DEAHQ']",tweet
dan_yanke,['funder'],tweet
papa1time,[],tweet
45forSouthern,"['M4G4G1RL', 'tedcruz']",tweet
michelaic2013,['elestimulo'],retweet
desscourtsam321,['charliekirk11'],retweet
Pliskin935,['tedcruz'],tweet
michelleking66,['latimes'],retweet
HenryWi48624762,['prayingmedic'],retweet
edjunkiecom,"['amvetsupport', 'BobRook8']",tweet
Gimli1354,['SenTedCruz'],retweet
mommy4jesus88,['charliekirk11'],retweet
bxbygirlangie,['HOMEBOY187_'],retweet
ljohn44,['priaribi'],retweet
Catherine9932Ka,['bryanbehar'],retweet
Bee_yuu_teefull,['_yooitsariii'],retweet
earl_herring,['charliekirk11'],retweet
sirfirchick,['LadyRedWave'],retweet
alexmexicano13,['KarlaRiveraMX'],retweet
PeaGlam,['SoMexicans'],retweet
Naninani51,['SenTedCruz'],retweet
MissyJo79,['Thomas1774Paine'],tweet
lonely_girl56,['grantstern'],tweet
DebraMMason1,['CB618444'],retweet
YoSoyDulcinea,['AntonioOrtugno'],retweet
Algander,['charliekirk11'],retweet
ferrariarismend,['ElyangelicaNews'],retweet
VdubsDj,['AP'],retweet
cynthiastach,['funder'],tweet
TexasBob53,['charliekirk11'],retweet
OleanderNectar,"['TheDemCoalition', 'DonaldJTrumpJr', 'Funder']",retweet
damanda835,['TwitterMoments'],retweet
DebFlanigan,['DrMarkGreen4TN'],retweet
fitnerd25,['RagingGayCons'],retweet
24uswire,[],tweet
NYACC1978,['RagingGayCons'],retweet
adripro59,['HCAQUILMES'],retweet
LNW4Trump,['barmore27'],retweet
JamieCorridon,['AOCpress'],retweet
elceo__,[],tweet
LjHaupt,['RagingGayCons'],retweet
AMossfritch,"['TheDemCoalition', 'DonaldJTrumpJr', 'Funder']",retweet
bestIife,[],tweet
mkvuke,['charliekirk11'],retweet
aserne,['aser_ne'],retweet
lacisdaddy53,"['realDonaldTrump', 'DonaldJTrumpJr']",tweet
rmd_ok,['hanalfabeto'],retweet
jcalero422,"['LNW4Trump', 'SenTedCruz', 'senatemajldr', 'SenateGOP']",retweet
lisaedwards63,['actoravan'],retweet
1Nitty_Gritty,['charliekirk11'],retweet
Rebecca01281,['RagingGayCons'],retweet
El_lider_2017,['CARLOSFMEJIA'],tweet
LovellVickie,['RagingGayCons'],retweet
We_Hate_MikeJ,['_Pauly__C'],retweet
HoopsPlayer1221,['Italianmike'],retweet
Brianhere4Trump,['RagingGayCons'],retweet
ttsnoopy,['EjeCentral'],retweet
cieloisabelnino,['SoMexicans'],retweet
Maurici40714274,"['Ll111444', 'Rogelio20176735', 'veredicto']",tweet
PaulaJo68632762,['SenTedCruz'],retweet
cosmicvoyage,['hanalfabeto'],retweet
matteophoenix,['PeroniaRepublic'],retweet
slotaddict,['RedNationRising'],tweet
cheewawa,['SenTedCruz'],retweet
julie_juhtch,['RagingGayCons'],retweet
Siegfried_Guido,['barmore27'],retweet
PatsPinkLink,[],tweet
nato_zamora,['KentBrockmanMX'],retweet
juann_c07,['yeny_mlx3'],retweet
Georoyo,['adamcbest'],retweet
TaveresQuixote,['CNNPolitics'],tweet
vaskman,['_Pacam'],retweet
Cindyga92399915,['charliekirk11'],retweet
Add_Boy,['adamcbest'],retweet
cahulaan,[],tweet
jorblcr,['soyelciudadano2'],retweet
lasillarota,[],tweet
dsneydiva,"['ArrDJay', 'RepMarkGreen', 'SenTedCruz']",tweet
aprilbaxter,['MaddieBarry8'],retweet
mtzxagustin,['1funnymike'],retweet
ChilakillStyle,['AltStardust'],retweet
WifiOverThotss_,[],tweet
blreeves,['1funnymike'],retweet
VotingRed1,['RedNationRising'],tweet
LLF347,['tedcruz'],tweet
MelPolka1,"['phil4gop', 'tedcruz', 'senatemajldr']",retweet
Southernfor45,"['M4G4G1RL', 'tedcruz']",tweet
voices365,['thehill'],retweet
sheareiswig,['MattHennessey'],tweet
prespiputa,['LuciLucia55'],retweet
hugeb00bies,[],tweet
msrl43,['charliekirk11'],retweet
Getta9940,['adamcbest'],retweet
tcfitz3,['charliekirk11'],retweet
ManuelEscola1,['ObservadBinario'],retweet
PatriceSn,['AFPespanol'],retweet
CoxaleeLee,"['DailyCaller', 'SenTedCruz']",tweet
mtcalvi,['BibianaViana'],retweet
InfoSinBandera,[],tweet
ENTORNOi,[],tweet
RedRantsUSA,['charliekirk11'],retweet
SarkastikClouds,"['Steen_M123', 'RepTimBurchett']",retweet
sara09643488,[],tweet
JerryRamrez71,['AntiTelevisaMx'],retweet
bluependragonK,['Ji_Predicciones'],retweet
crookedmedia,['priaribi'],retweet
viridiane_Welle,['rgomezjunco'],retweet
Kokomojoe6,"['DailyCaller', 'SenTedCruz']",tweet
skyzbabe1961,"['M4G4G1RL', 'tedcruz']",tweet
ahuizotl70,"['Miriam_Junne', 'FelipeC']",retweet
Carlito0G,['1funnymike'],retweet
Julz94_,['ZekeJMiller'],retweet
MaryKat69460119,"['Fordfanatic1988', 'ted']",tweet
ariannaax33,['MattHennessey'],tweet
DebFlanigan,"['RepMarkGreen', 'SenTedCruz']",tweet
xXmarioferXx,['nytimeses'],retweet
valeriacampos7,['HuffPostMexico'],retweet
MattCasdorph,"['M4G4G1RL', 'tedcruz']",tweet
Dave13593715,['RagingGayCons'],retweet
gceleste651,['AntiTelevisaMx'],retweet
LatterRain17,"['Jali_Cat', 'BetoORourke', 'RepBetoORourke']",retweet
TonyQwest,[],tweet
LaurieE93026417,['PalmerReport'],retweet
MM47821446,['MailOnline'],tweet
ROROyourboats,['PaisaTweets_'],retweet
PamSifCar22,['Kahaka_'],retweet
DeadPoe49,['DGPurser'],retweet
DavidjStrand1,['johncardillo'],tweet
misspete64,['charliekirk11'],retweet
Rbigzs,['CB618444'],retweet
DavidAVoss1,['barmore27'],retweet
roe_con,"['funder', 'TedCruz']",retweet
brucephil,['charliekirk11'],retweet
doity_sanchez,[],tweet
damanda835,['thehill'],retweet
margarita270946,['ElyangelicaNews'],retweet
lilizhengTV,['NPR'],retweet
alecal051,['HCAQUILMES'],retweet
Piayuu,['elcitizen'],retweet
StappElizabeth,"['PeterHi32200905', 'ted']",tweet
osveli_,['PaisaTweets_'],retweet
_ItzelAngl,['AntiTelevisaMx'],retweet
tv9gujarati,[],tweet
RerukiRena,['realDailyWire'],retweet
David_Perez728,['thehill'],retweet
Antonio12617772,['Foro_TV'],retweet
GomezMosri,['AntiTelevisaMx'],retweet
FlyoverRed,['RagingGayCons'],retweet
Lorrain93713750,"['TheDemCoalition', 'DonaldJTrumpJr', 'Funder']",retweet
pimentonverde,['SOSVzla_1'],retweet
pedro74mapejo,['martharoldos'],retweet
Marialidiavele1,['BibianaViana'],retweet
Dlc40458,['kylegriffin1'],retweet
jocewho,['adamcbest'],retweet
pcbve,"['RepMarkGreen', 'SenTedCruz']",tweet
CTonymontana,['agenciabrasil'],retweet
terri1856,['funder'],tweet
babe471119,[],tweet
RealTrumpDoc1,"['Jali_Cat', 'BetoORourke']",retweet
CrisNatali2,['charliekirk11'],retweet
MangAnimeNovel,"['funder', 'TedCruz']",retweet
JeffMccluskey,['SenTedCruz'],retweet
Ohio_Buckeye_US,['LadyRedWave'],retweet
JannyRizio,['charliekirk11'],retweet
MarshaMetal,['BigStick2013'],retweet
gpulidog,['diazpol'],retweet
centexlady,['charliekirk11'],retweet
CherieCthesp48,['RagingGayCons'],retweet
SmokinSam420,['RepTimBurchett'],retweet
reid_bj,['nytimes'],retweet
RedeemedofHim,['SenTedCruz'],retweet
sherry25793049,['barmore27'],retweet
elabanderado,['NachoRgz'],retweet
Scout_Finch,['adamcbest'],retweet
angelcontreras,[],tweet
DebFlanigan,['SenTedCruz'],retweet
iamawake47,"['LNW4Trump', 'SenTedCruz', 'senatemajldr', 'SenateGOP']",retweet
JustJenn_TX,['DGPurser'],retweet
zappafreak83,['charliekirk11'],retweet
DannyTruckin,['m0mma__'],retweet
JoannVarnado1,['charliekirk11'],retweet
Bone_Brake,"['Jali_Cat', 'BetoORourke']",retweet
SwaleJensen,['thehill'],retweet
Echituna,['Hold_Weight_'],retweet
romel_based,['HOMEBOY187_'],retweet
fvbirder,['SenTedCruz'],retweet
enana6969,['MattHennessey'],tweet
John_Hurrey,['charliekirk11'],retweet
clsgolden,['SenatorMenendez'],tweet
Pliskin935,['tedcruz'],retweet
suewhoz53,['tedcruz'],tweet
Gngerbrdgrl,['BenKTallmadge'],tweet
ChasinCrypto247,"['jordanfish', 'Free_Ross']",retweet
YHWHisGod4ever,['tedcruz'],tweet
jonartano,['amaia_uribe'],retweet
PoliticalGracie,['SenTedCruz'],retweet
peke_rosario,['hanalfabeto'],retweet
axelbages,['ElyangelicaNews'],retweet
daveinflint2,"['chuckwoolery', 'mrwalsh__']",retweet
valerona,['LuciLucia55'],retweet
MiriamYaneth_,['actoravan'],retweet
jodemr,['ElyangelicaNews'],retweet
VBlackshadow,['ChipReiderson'],retweet
SasonPjcully,['AOCpress'],retweet
33Reyna,"['yustedqueopina', 'FelipeCalderon']",retweet
StowBill,['SenTedCruz'],tweet
Rlbphotos,"['AOC', 'AOC']",tweet
dhoohoo,['adamcbest'],retweet
